SITE|STONE|INSCRIPTIO|READING|BIB_REF|PAGES|VALUE
TULYS|4|1|1|Henderson/Okasha/1992|13|read
TULYS|5|1|1|Henderson/Okasha/1992|13, Plate 1e|read
TVRRK|1|1|1|Okasha/1993|311--312|read
TVST1|1|1|1|Macalister/1945|472|read
TVST1|1|1|2|Okasha/1993|273|read
TVST2|1|1|1|Macalister/1945|471--472|read
TVST2|1|1|1|Thomas/1994|267|read
TVST2|1|1|2|Okasha/1993|275--276|read
TVST3|1|1|1|Macalister/1945|468|read
TVST3|1|1|2|Okasha/1993|279--280|read
TVST3|1|2|1|Macalister/1945|467--468|read
TVST3|1|2|1|Thomas/1994|237, 265|read
TVST3|1|2|2|Okasha/1993|279--280|read
TVST4|1|1|1|Okasha/1993|283|read
TVST4|1|2|1|Okasha/1993|283--284|read
TVST4|2|1|1|Okasha/1993|286|read
TWINT|1|1|1|Okasha/1993|315|read
TWYFO|1|1|1|Macalister/1949|79, Plate V|cdisc
TWYFO|1|1|2|Harbison/1992|27|cdisc
TWYN1|1|1|1|Westwood/1876|160|read
TWYN1|1|1|2|Macalister/1949|169|read
TWYN1|1|1|3|Nash-Williams/1950|172|cdisc
UNPR1|1|1|1|Macalister/1949|115|read
VAENR|1|1|1|Westwood/1876|66|cdisc
VAENR|1|1|2|Macalister/1949|133|cdisc
VAENR|1|1|3|Nash-Williams/1950|82|cdisc
VSCHE|1|1|1|Guigon/1994|61|read
VSCHE|1|1|1|Guigon/Bardel/1989|335|read
VSCHE|2|1|1|Forsyth/Davies/etal/1999|inc|read
WHFLD|1|1|1|Macalister/1945|209|read
WHFLD|1|1|1|OSullivan/etal/1996|236|read
WHFLD|1|1|1|Ziegler/1994|270|read
WHFLD|1|1|2|McManus/1991|79|read
WHFLD|2|1|1|Macalister/1945|209--210|read
WHFLD|2|1|1|OSullivan/etal/1996|236|read
WHFLD|2|1|1|Ziegler/1994|271|read
WHFLD|2|1|2|Gippert/Web|216|read
WHFLD|3|1|1|Macalister/1945|210--211|read
WHFLD|3|1|1|OSullivan/etal/1996|236|read
WHFLD|4|1|1|Macalister/1945|211|read
WHFLD|4|1|1|McManus/1991|65|read
WHFLD|4|1|1|OSullivan/etal/1996|236|read
WHFLD|4|1|1|Ziegler/1994|270|read
WHFLD|4|1|2|Gippert/Web|218|read
WHFLD|5|1|1|Macalister/1945|212--213|erad
WHFLD|5|1|2|OSullivan/etal/196|245|read
WHISL|1|1|1|Macalister/1949|124|read
WHSTL|1|1|1|Okasha/1993|326--327|read
WINDG|1|1|1|Macalister/1945|295|read
WINDG|1|1|1|McManus/1991|295|read
WINDG|1|1|1|Ziegler/1994|278|read
WINDG|2|1|1|Macalister/1945|296|read
WLTNW|1|1|1|Kay/1958|123|read
WLTWN|1|1|1|Jackson/1953|566|read
WLTWN|1|1|1|Macalister/1945|438|read
WLTWN|1|1|2|Okasha/1993|324|read
WLTWN|1|1|3|Thomas/1994|265|read
WNESS|1|1|1|Forsyth/1996|498--501|read
WNESS|1|1|2|Forsyth/1996|498--501|read
WNSFD|1|1|1|Macalister/1945|476--477|read
WNSFD|1|1|2|Okasha/1993|329--331|read
WNSFD|1|1|3|Thomas/1994|288--289|read
WPITD|1|1|1|Macalister/1949|180|read
WPITD|1|1|2|Okasha/1993|320|read
WRHAM|1|1|1|RCHAME/1970|308: 311|sdisc
WRHAM|2|1|1|Macalister/1949|189|read
WRHAM|2|1|2|RCHAME/1970|308; 311|sdisc
WRHAM|3|1|1|Macalister/1945|188|cdisc
WRHAM|3|1|2|RCHAME/1970|308; 311|sdisc
WRHAM|4|1|1|Macalister/1945|189, pl. LXIII|read
WRHAM|4|1|2|RCAHME/1970|312|cdisc
WRHAM|5|1|1|Macalister/1949|188|read
WRHAM|5|1|2|RCAHME/1970|308; 312|cdisc
WRXTR|1|1|1|Wright/Jackson/1968|297--300|sdisc
WVALE|1|1|1|Macalister/1945|448--449|read
WVALE|1|1|2|Okasha/1993|334--336|read
WVALE|1|1|3|Thomas/1994|263--264|read
WVALE|1|2|1|Macalister/1945|448--449|read
WVALE|1|2|2|Okasha/1993|334--336|read
WVALE|1|2|3|Thomas/1994|263--264|read
YFLL1|1|1|1|Westwood/1876|65|cdisc
YFLL1|1|1|2|Macalister/1945|331|cdisc
YFLL1|1|1|3|Nash-Williams/1950|82|cdisc
YFLL1|1|1|4|Rhys/1905|75|read
YFLL2|1|1|1|Macalister/1922|210|cdisc
YFLL2|1|1|1|Macalister/1945|332|cdisc
YFLL2|1|1|2|Nash-Williams/1950|82, fig. 74|cdisc
YFLL2|1|1|3|Anon/1901|66|minor
YGYNL|1|1|1|Westwood/1876|63|cdisc
YGYNL|1|1|2|Macalister/1945|332|read
YGYNL|1|1|3|Nash-Williams/1950|82|cdisc
YGYNL|2|1|1|Westwood/1876|63|cdisc
YGYNL|2|1|2|Macalister/1945|332|read
YLMPN|1|1|1|Macalister/1945|472|read
YLMPN|1|1|2|Okasha/1993|339--340|read
YLMPN|1|1|3|Thomas/1994|290|read
